ds,mtd,rev,type,ytd
2017-07-26,10005,74,corporate,256475
2017-07-26,145,17,unemployment,7622
2017-07-26,31,1,estate,2425
2010-01-13,458,93,estate,4783
2010-01-13,66744,5554,income.withheld,474073
2010-01-13,333,105,income,1638
2010-01-13,124,3,railroad,1207
2010-01-13,730,207,excise,16667
2010-01-13,570,70,corporate,57737
2010-01-13,70,11,unemployment,738
2010-01-13,24,5,estate,218
2011-04-05,72,29,estate,1651
2011-04-05,32794,1884,income.withheld,932751
2011-04-05,471,196,income,6205
2011-04-05,58,2,railroad,2506
2011-04-05,36,10,excise,32993
2011-04-05,252,104,corporate,96331
2011-04-05,34,12,unemployment,2203
2011-04-05,17,14,estate,325
2015-12-21,1078,39,estate,4873
2015-12-21,148631,18466,income.withheld,494606
2015-12-21,1891,144,income,7558
2015-12-21,294,43,railroad,1207
2015-12-21,3384,33,excise,16009
2015-12-21,76509,329,corporate,92611
2015-12-21,73,2,unemployment,749
2015-12-21,32,1,estate,249
2010-09-15,647,87,estate,17506
2010-09-15,70823,8609,income.withheld,1600294
2010-09-15,1871,1102,income,18053
2010-09-15,168,5,railroad,4454
2010-09-15,3821,50,excise,66724
2010-09-15,51392,44742,corporate,270845
2010-09-15,25,7,unemployment,6714
2010-09-15,37,3,estate,2217
2013-12-03,126,84,estate,4077
2013-12-03,23012,3781,income.withheld,338931
2013-12-03,81,29,income,2784
2013-12-03,17,7,railroad,845
2013-12-03,22,16,excise,12262
2013-12-03,83,87,corporate,14365
2013-12-03,2,1,unemployment,616
2013-12-03,2,1,estate,122
2018-02-07,395,112,estate,8044
2018-02-07,60107,10339,income.withheld,914004
2018-02-07,870,191,income,31403
2018-02-07,147,4,railroad,2097
2018-02-07,100,24,excise,27682
2018-02-07,377,18,corporate,91165
2018-02-07,139,13,unemployment,4174
2018-02-07,32,0,estate,340
2017-04-27,2419,160,estate,12839
2017-04-27,181694,2675,income.withheld,1415873
2017-04-27,63989,150,income,94997
2017-04-27,416,1,railroad,3428
2017-04-27,4976,427,excise,42632
2017-04-27,55221,534,corporate,175744
2017-04-27,502,90,unemployment,4434
2017-04-27,1738,17,estate,2212
2015-01-20,962,146,estate,5587
2015-01-20,130535,16144,income.withheld,672918
2015-01-20,8554,228,income,15078
2015-01-20,318,30,railroad,1756
2015-01-20,3275,21,excise,22182
2015-01-20,9561,233,corporate,113005
2015-01-20,246,39,unemployment,973
2015-01-20,24,1,estate,704
2010-02-12,436,16,estate,6240
2010-02-12,70917,4294,income.withheld,618627
2010-02-12,152,19,income,3157
2010-02-12,256,19,railroad,1686
2010-02-12,2552,1829,excise,23938
2010-02-12,1388,645,corporate,66628
2010-02-12,743,5,unemployment,1805
2010-02-12,43,3,estate,281
2015-11-20,1217,69,estate,3287
2015-11-20,129220,8024,income.withheld,298235
2015-11-20,1125,92,income,5261
2015-11-20,302,10,railroad,761
2015-11-20,4189,51,excise,9477
2015-11-20,4970,35,corporate,14960
2015-11-20,409,4,unemployment,667
2015-11-20,43,1,estate,205
2013-07-16,719,66,estate,16141
2013-07-16,97495,9063,income.withheld,1575175
2013-07-16,433,42,income,50467
2013-07-16,285,34,railroad,4297
2013-07-16,3344,26,excise,61297
2013-07-16,8339,111,corporate,242537
2013-07-16,65,7,unemployment,7509
2013-07-16,101,5,estate,629
2015-03-18,905,84,estate,8009
2015-03-18,155620,8554,income.withheld,1074289
2015-03-18,1781,117,income,18848
2015-03-18,385,3,railroad,3039
2015-03-18,3229,24,excise,35131
2015-03-18,38077,91,corporate,156257
2015-03-18,63,5,unemployment,4832
2015-03-18,34,1,estate,807
2014-01-23,876,22,estate,6232
2014-01-23,142220,8107,income.withheld,653122
2014-01-23,6081,52,income,10092
2014-01-23,315,2,railroad,1541
2014-01-23,3168,24,excise,21544
2014-01-23,10122,71,corporate,88116
2014-01-23,321,23,unemployment,999
2014-01-23,24,3,estate,214
2014-09-25,1226,80,estate,18451
2014-09-25,145818,1965,income.withheld,2049048
2014-09-25,8154,68,income,72235
2014-09-25,401,43,railroad,5730
2014-09-25,4971,660,excise,77962
2014-09-25,74905,44,corporate,344998
2014-09-25,34,2,unemployment,8749
2014-09-25,43,1,estate,619
2016-03-09,413,80,estate,9187
2016-03-09,74706,7681,income.withheld,1035482
2016-03-09,1059,89,income,24616
2016-03-09,124,4,railroad,2600
2016-03-09,147,55,excise,32193
2016-03-09,1039,247,corporate,109501
2016-03-09,30,5,unemployment,4171
2016-03-09,22,1,estate,456
2011-02-11,70,18,estate,1247
2011-02-11,60020,4000,income.withheld,653004
2011-02-11,152,12,income,4274
2011-02-11,222,21,railroad,1781
2011-02-11,840,156,excise,22585
2011-02-11,757,335,corporate,69571
2011-02-11,202,6,unemployment,2026
2011-02-11,27,1,estate,213
2010-07-07,315,122,estate,14420
2010-07-07,32977,3799,income.withheld,1295745
2010-07-07,64,15,income,15561
2010-07-07,125,39,railroad,3596
2010-07-07,69,29,excise,50447
2010-07-07,374,46,corporate,205415
2010-07-07,19,5,unemployment,5677
2010-07-07,2,1,estate,2069
2012-09-07,138,21,estate,13306
2012-09-07,40283,4387,income.withheld,1677711
2012-09-07,175,52,income,36126
2012-09-07,53,11,railroad,4239
2012-09-07,182,52,excise,69923
2012-09-07,707,464,corporate,219628
2012-09-07,7,1,unemployment,7229
2012-09-07,10,6,estate,530
2013-04-17,2706,541,estate,9409
2013-04-17,107501,10537,income.withheld,1108676
2013-04-17,28012,5476,income,38098
2013-04-17,267,9,railroad,2930
2013-04-17,3249,9,excise,40872
2013-04-17,40491,116,corporate,162047
2013-04-17,188,20,unemployment,4163
2013-04-17,161,1,estate,409
2015-10-19,1002,96,estate,1002
2015-10-19,114398,12294,income.withheld,114398
2015-10-19,3418,757,income,3418
2015-10-19,309,30,railroad,309
2015-10-19,1461,30,excise,1461
2015-10-19,9437,37,corporate,9437
2015-10-19,62,4,unemployment,62
2015-10-19,93,1,estate,93
2016-07-25,1321,54,estate,17688
2016-07-25,154440,13551,income.withheld,1880779
2016-07-25,1614,117,income,104048
2016-07-25,432,69,railroad,4893
2016-07-25,4071,193,excise,63152
2016-07-25,8882,39,corporate,264971
2016-07-25,122,16,unemployment,7813
2016-07-25,45,1,estate,1110
2012-11-01,0,0,estate,847
2012-11-01,12711,12711,income.withheld,165202
2012-11-01,26,26,income,1464
2012-11-01,5,5,railroad,418
2012-11-01,11,11,excise,6378
2012-11-01,30,30,corporate,8746
2012-11-01,9,9,unemployment,528
2012-11-01,6,6,estate,24
2011-11-10,390,67,estate,1393
2011-11-10,50076,3597,income.withheld,187647
2011-11-10,144,19,income,1182
2011-11-10,104,44,railroad,497
2011-11-10,921,689,excise,5531
2011-11-10,399,100,corporate,10380
2011-11-10,29,1,unemployment,552
2011-11-10,13,2,estate,27
2011-09-16,109,5,estate,7160
2011-09-16,81358,12263,income.withheld,1672326
2011-09-16,2658,106,income,30935
2011-09-16,196,42,railroad,4569
2011-09-16,3247,28,excise,66199
2011-09-16,40154,757,corporate,235655
2011-09-16,18,2,unemployment,7049
2011-09-16,162,92,estate,2333
2014-12-22,953,18,estate,4026
2014-12-22,151822,18969,income.withheld,483922
2014-12-22,1344,175,income,5619
2014-12-22,315,44,railroad,1297
2014-12-22,3272,60,excise,15811
2014-12-22,81604,1448,corporate,98346
2014-12-22,36,4,unemployment,691
2014-12-22,461,2,estate,675
2010-04-06,279,66,estate,8489
2010-04-06,35479,2809,income.withheld,887654
2010-04-06,379,100,income,4611
2010-04-06,62,6,railroad,2381
2010-04-06,28,9,excise,32031
2010-04-06,822,105,corporate,110331
2010-04-06,38,10,unemployment,1988
2010-04-06,7,4,estate,1914
2011-01-10,54,4,estate,986
2011-01-10,57766,10498,income.withheld,497882
2011-01-10,218,74,income,1926
2011-01-10,130,70,railroad,1265
2011-01-10,202,128,excise,16595
2011-01-10,958,45,corporate,60998
2011-01-10,35,8,unemployment,775
2011-01-10,20,1,estate,156
2015-09-02,152,79,estate,17703
2015-09-02,26147,10756,income.withheld,2045402
2015-09-02,215,87,income,91728
2015-09-02,20,11,railroad,6020
2015-09-02,115,46,excise,75370
2015-09-02,84,46,corporate,303137
2015-09-02,4,2,unemployment,9199
2015-09-02,5,3,estate,1370
2011-07-20,121,11,estate,6789
2011-07-20,96863,7426,income.withheld,1413132
2011-07-20,316,23,income,27687
2011-07-20,261,6,railroad,3829
2011-07-20,3196,17,excise,54290
2011-07-20,7699,167,corporate,191539
2011-07-20,97,10,unemployment,6082
2011-07-20,122,13,estate,2166
2015-11-04,239,59,estate,2309
2015-11-04,42661,9558,income.withheld,211676
2015-11-04,270,64,income,4407
2015-11-04,79,3,railroad,538
2015-11-04,441,26,excise,5728
2015-11-04,425,30,corporate,10414
2015-11-04,381,4,unemployment,640
2015-11-04,9,6,estate,171
2013-02-27,1067,69,estate,5526
2013-02-27,159311,7819,income.withheld,809916
2013-02-27,670,29,income,8391
2013-02-27,548,3,railroad,2144
2013-02-27,4004,570,excise,29282
2013-02-27,5165,263,corporate,88380
2013-02-27,313,5,unemployment,3870
2013-02-27,47,2,estate,179
2012-07-31,1043,45,estate,11685
2012-07-31,144016,3811,income.withheld,1491921
2012-07-31,599,25,income,35343
2012-07-31,418,36,railroad,3763
2012-07-31,6957,697,excise,62544
2012-07-31,8715,158,corporate,213481
2012-07-31,755,538,unemployment,7152
2012-07-31,37,1,estate,487
2016-11-15,647,18,estate,1943
2016-11-15,91301,6150,income.withheld,274128
2016-11-15,910,166,income,5876
2016-11-15,183,5,railroad,664
2016-11-15,3471,73,excise,8938
2016-11-15,2670,1931,corporate,12604
2016-11-15,31,3,unemployment,675
2016-11-15,34,1,estate,88
2016-09-13,605,37,estate,20321
2016-09-13,77600,1885,income.withheld,2174350
2016-09-13,3523,1338,income,109952
2016-09-13,196,5,railroad,5684
2016-09-13,1252,276,excise,75258
2016-09-13,5658,2473,corporate,275056
2016-09-13,17,1,unemployment,8617
2016-09-13,20,1,estate,1265
2015-06-29,1209,32,estate,14831
2015-06-29,175725,12864,income.withheld,1659410
2015-06-29,10203,159,income,88098
2015-06-29,541,37,railroad,4874
2015-06-29,6795,2104,excise,59790
2015-06-29,74745,45,corporate,286489
2015-06-29,60,3,unemployment,8269
2015-06-29,92,2,estate,1272
2013-12-27,1110,68,estate,5061
2013-12-27,168839,8029,income.withheld,484758
2013-12-27,987,77,income,3690
2013-12-27,325,10,railroad,1154
2013-12-27,6070,2066,excise,18310
2013-12-27,63027,3057,corporate,77309
2013-12-27,47,5,unemployment,660
2013-12-27,66,1,estate,186
2018-02-23,1362,177,estate,9010
2018-02-23,165999,9266,income.withheld,1019896
2018-02-23,2382,126,income,32915
2018-02-23,560,57,railroad,2510
2018-02-23,3641,108,excise,31222
2018-02-23,2677,21,corporate,93464
2018-02-23,204,3,unemployment,4239
2018-02-23,322,2,estate,629
2017-04-03,41,41,estate,10461
2017-04-03,34198,34198,income.withheld,1268377
2017-04-03,729,729,income,31737
2017-04-03,40,40,railroad,3052
2017-04-03,13,13,excise,37669
2017-04-03,149,149,corporate,120672
2017-04-03,11,11,unemployment,3944
2017-04-03,1494,1494,estate,1969
2016-01-15,658,77,estate,6732
2016-01-15,104769,12486,income.withheld,667086
2016-01-15,10560,5019,income,19524
2016-01-15,214,42,railroad,1573
2016-01-15,3241,44,excise,22426
2016-01-15,7903,6484,corporate,102566
2016-01-15,176,55,unemployment,968
2016-01-15,17,1,estate,303
2017-08-29,1428,132,estate,19421
2017-08-29,177792,1661,income.withheld,2190474
2017-08-29,2233,88,income,116363
2017-08-29,433,5,railroad,5451
2017-08-29,6991,2039,excise,73189
2017-08-29,2975,49,corporate,259723
2017-08-29,96,2,unemployment,8426
2017-08-29,352,1,estate,2836
2015-02-05,122,5,estate,6200
2015-02-05,51082,2578,income.withheld,783000
2015-02-05,263,62,income,15838
2015-02-05,150,5,railroad,2099
2015-02-05,206,12,excise,25591
2015-02-05,210,40,corporate,113929
2015-02-05,2747,19,unemployment,4641
2015-02-05,19,11,estate,736
2011-04-21,3064,901,estate,4643
2011-04-21,106679,2307,income.withheld,1006636
2011-04-21,18049,228,income,23783
2011-04-21,253,8,railroad,2701
2011-04-21,3182,41,excise,36138
2011-04-21,30177,208,corporate,126256
2011-04-21,277,21,unemployment,2446
2011-04-21,1961,35,estate,2269
2012-04-30,2524,37,estate,8736
2012-04-30,148559,13858,income.withheld,1065872
2012-04-30,22319,58,income,30314
2012-04-30,354,52,railroad,2620
2012-04-30,7209,577,excise,42237
2012-04-30,32405,44,corporate,139287
2012-04-30,2933,2351,unemployment,6184
2012-04-30,75,5,estate,387
2016-12-14,843,213,estate,3706
2016-12-14,92191,9003,income.withheld,453783
2016-12-14,1326,-1585,income,8120
2016-12-14,199,6,railroad,1065
2016-12-14,3082,1890,excise,15425
2016-12-14,13916,8004,corporate,27489
2016-12-14,32,2,unemployment,723
2016-12-14,19,1,estate,122
2013-09-20,738,32,estate,19013
2013-09-20,116379,5183,income.withheld,1913877
2013-09-20,5054,57,income,56656
2013-09-20,274,12,railroad,5182
2013-09-20,3941,40,excise,76094
2013-09-20,57424,80,corporate,305563
2013-09-20,178,2,unemployment,8491
2013-09-20,22,1,estate,756
2018-01-22,1680,78,estate,7104
2018-01-22,181890,16677,income.withheld,798384
2018-01-22,16416,274,income,29455
2018-01-22,376,46,railroad,1723
2018-01-22,3222,34,excise,24393
2018-01-22,8282,60,corporate,87497
2018-01-22,351,26,unemployment,1120
2018-01-22,73,0,estate,264
2013-11-26,2064,72,estate,3806
2013-11-26,137748,2583,income.withheld,294503
2013-11-26,578,25,income,2616
2013-11-26,341,10,railroad,750
2013-11-26,3938,166,excise,9412
2013-11-26,3768,528,corporate,13895
2013-11-26,47,3,unemployment,611
2013-11-26,60,1,estate,114
2015-05-28,1590,111,estate,13487
2015-05-28,161781,6794,income.withheld,1476342
2015-05-28,1709,106,income,77829
2015-05-28,514,4,railroad,4297
2015-05-28,4987,850,excise,50738
2015-05-28,9282,65,corporate,211665
2015-05-28,134,4,unemployment,8206
2015-05-28,84,3,estate,1172
2017-08-14,418,28,estate,18411
2017-08-14,90414,15199,income.withheld,2103096
2017-08-14,941,117,income,115072
2017-08-14,211,50,railroad,5230
2017-08-14,3604,2235,excise,69801
2017-08-14,760,356,corporate,257507
2017-08-14,43,2,unemployment,8372
2017-08-14,307,289,estate,2791
2016-05-04,243,138,estate,13692
2016-05-04,44582,9728,income.withheld,1404383
2016-05-04,713,93,income,89312
2016-05-04,85,3,railroad,3570
2016-05-04,221,12,excise,45922
2016-05-04,104,41,corporate,186464
2016-05-04,2324,8,unemployment,7517
2016-05-04,38,3,estate,662
2012-03-20,688,28,estate,5915
2012-03-20,122091,1916,income.withheld,873053
2012-03-20,868,93,income,7477
2012-03-20,246,1,railroad,2152
2012-03-20,3020,16,excise,32032
2012-03-20,28175,106,corporate,106276
2012-03-20,52,3,unemployment,3210
2012-03-20,15,1,estate,190
2017-10-12,521,88,estate,521
2017-10-12,85491,7456,income.withheld,85491
2017-10-12,1444,214,income,1444
2017-10-12,199,1,railroad,199
2017-10-12,2531,257,excise,2531
2017-10-12,1160,210,corporate,1160
2017-10-12,40,4,unemployment,40
2017-10-12,21,1,estate,21
2011-03-31,205,13,estate,1579
2011-03-31,162081,3576,income.withheld,899957
2011-03-31,1130,59,income,5734
2011-03-31,401,37,railroad,2448
2011-03-31,6844,19,excise,32956
2011-03-31,23472,139,corporate,96079
2011-03-31,92,10,unemployment,2169
2011-03-31,57,-5,estate,314
2016-12-29,1709,64,estate,4572
2016-12-29,200558,10001,income.withheld,562149
2016-12-29,3501,240,income,10296
2016-12-29,384,6,railroad,1250
2016-12-29,6289,1984,excise,18632
2016-12-29,73110,116,corporate,86683
2016-12-29,68,5,unemployment,759
2016-12-29,95,4,estate,197
2014-10-03,191,65,estate,191
2014-10-03,35039,8886,income.withheld,35039
2014-10-03,279,115,income,279
2014-10-03,61,13,railroad,61
2014-10-03,91,20,excise,91
2014-10-03,237,47,corporate,237
2014-10-03,16,9,unemployment,16
2014-10-03,11,5,estate,11
2014-08-05,160,47,estate,15836
2014-08-05,38762,2402,income.withheld,1781115
2014-08-05,149,-48,income,63120
2014-08-05,72,1,railroad,4926
2014-08-05,152,60,excise,65785
2014-08-05,369,293,corporate,265245
2014-08-05,22,3,unemployment,8675
2014-08-05,7,4,estate,499
2015-05-15,1050,78,estate,12948
2015-05-15,92643,8698,income.withheld,1407204
2015-05-15,1093,210,income,77213
2015-05-15,294,23,railroad,4077
2015-05-15,3762,190,excise,49513
2015-05-15,8688,7552,corporate,211071
2015-05-15,103,16,unemployment,8175
2015-05-15,48,1,estate,1136
2017-03-13,722,62,estate,9060
2017-03-13,115590,25224,income.withheld,1114911
2017-03-13,1388,153,income,27780
2017-03-13,262,65,railroad,2718
2017-03-13,2314,462,excise,32466
2017-03-13,2255,1131,corporate,104354
2017-03-13,35,3,unemployment,3863
2017-03-13,27,0,estate,415
2012-08-27,1240,61,estate,12925
2012-08-27,127918,10211,income.withheld,1619839
2012-08-27,491,40,income,35834
2012-08-27,357,39,railroad,4120
2012-08-27,4364,472,excise,66909
2012-08-27,5068,662,corporate,218549
2012-08-27,63,2,unemployment,7215
2012-08-27,24,1,estate,511
2016-11-28,1359,7,estate,2655
2016-11-28,167449,11516,income.withheld,350276
2016-11-28,1668,144,income,6633
2016-11-28,367,8,railroad,848
2016-11-28,4770,700,excise,10236
2016-11-28,3524,520,corporate,13457
2016-11-28,45,1,unemployment,688
2016-11-28,44,2,estate,98
2010-05-26,1147,125,estate,12627
2010-05-26,116612,6231,income.withheld,1108186
2010-05-26,477,10,income,13662
2010-05-26,382,11,railroad,3072
2010-05-26,3456,391,excise,41637
2010-05-26,7671,173,corporate,149481
2010-05-26,157,4,unemployment,5588
2010-05-26,37,3,estate,2008
2016-01-28,1174,107,estate,7248
2016-01-28,181059,2994,income.withheld,743376
2016-01-28,12406,133,income,21370
2016-01-28,407,5,railroad,1766
2016-01-28,4321,434,excise,23506
2016-01-28,8766,54,corporate,103428
2016-01-28,512,71,unemployment,1305
2016-01-28,35,6,estate,321
2010-03-16,704,31,estate,7626
2010-03-16,105068,12298,income.withheld,792366
2010-03-16,477,40,income,3846
2010-03-16,248,26,railroad,2134
2010-03-16,3702,13,excise,29246
2010-03-16,28263,528,corporate,107855
2010-03-16,57,4,unemployment,1902
2010-03-16,1580,4,estate,1893
2016-07-18,788,31,estate,17155
2016-07-18,120407,23118,income.withheld,1846746
2016-07-18,1177,145,income,103611
2016-07-18,333,82,railroad,4793
2016-07-18,3677,25,excise,62758
2016-07-18,8721,169,corporate,264809
2016-07-18,72,8,unemployment,7762
2016-07-18,36,0,estate,1102
2017-05-23,1587,118,estate,14596
2017-05-23,159707,2088,income.withheld,1584394
2017-05-23,2268,89,income,97450
2017-05-23,381,1,railroad,3847
2017-05-23,3541,25,excise,48087
2017-05-23,10492,-60,corporate,186279
2017-05-23,2541,3,unemployment,7397
2017-05-23,76,0,estate,2319
2015-07-09,422,66,estate,15276
2015-07-09,62577,2155,income.withheld,1726301
2015-07-09,526,51,income,88717
2015-07-09,131,0,railroad,5024
2015-07-09,224,73,excise,60067
2015-07-09,758,365,corporate,287424
2015-07-09,31,4,unemployment,8304
2015-07-09,18,1,estate,1291
2013-03-07,240,47,estate,5818
2013-03-07,56827,3451,income.withheld,871389
2013-03-07,299,40,income,8764
2013-03-07,113,2,railroad,2278
2013-03-07,1326,17,excise,31560
2013-03-07,736,201,corporate,89215
2013-03-07,29,3,unemployment,3903
2013-03-07,11,2,estate,212
2012-06-11,246,35,estate,9936
2012-06-11,56834,10931,income.withheld,1265714
2012-06-11,380,95,income,31426
2012-06-11,145,43,railroad,3124
2012-06-11,258,61,excise,49172
2012-06-11,1046,377,corporate,148143
2012-06-11,19,2,unemployment,6352
2012-06-11,8,1,estate,422
2010-08-11,441,99,estate,15980
2010-08-11,58662,6307,income.withheld,1452650
2010-08-11,100,8,income,15938
2010-08-11,167,12,railroad,4028
2010-08-11,875,403,excise,57358
2010-08-11,668,90,corporate,215476
2010-08-11,585,4,unemployment,6661
2010-08-11,15,2,estate,2122
2015-03-25,1273,102,estate,8377
2015-03-25,186945,6970,income.withheld,1105615
2015-03-25,2606,174,income,19672
2015-03-25,496,48,railroad,3150
2015-03-25,3881,488,excise,35783
2015-03-25,38948,157,corporate,157128
2015-03-25,82,6,unemployment,4852
2015-03-25,49,1,estate,821
2016-04-19,1237,133,estate,11636
2016-04-19,125286,1857,income.withheld,1302736
2016-04-19,52919,10671,income,80776
2016-04-19,302,1,railroad,3317
2016-04-19,3607,28,excise,42075
2016-04-19,39034,235,corporate,185821
